StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
ane.27.8,2019,https://doi.org/10.17895/ices.advice.5544,https://asd.ices.dk/viewAdvice/1213,Advice,13/12/2019,01/01/2020,31/12/2020,31892,,,,,,t,ICES advises that when the EU management strategy is applied; catches in 2020 should be no more than 31 892 tonnes.,MP,Catches,,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=COM:2009:0399:FIN:EN:PDF,EC,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2016/WGHANSA/20%20Annex_09_BoB_Anchovy_G3Rule.pdf,1213,13285
san.sa.2r,2020,https://doi.org/10.17895/ices.advice.5761,https://asd.ices.dk/viewAdvice/1215,Advice,27/02/2020,01/01/2020,31/12/2020,62658,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2020 should be no more than 62 658 tonnes.,MSY,Catches,EC,1,,,,,,1215,13301
san.sa.1r,2020,https://doi.org/10.17895/ices.advice.5760,https://asd.ices.dk/viewAdvice/1216,Advice,27/02/2020,01/01/2020,31/12/2020,113987,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2020 should be no more than 113 987 tonnes.,MSY,Catches,NEAFC~EC,1,,,,,,1216,13303
sbr.27.10,2019,https://doi.org/10.17895/ices.advice.4820,https://asd.ices.dk/viewAdvice/1220,Advice,11/06/2019,01/01/2020,31/12/2020,553,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 553 tonnes in 2020.,PA,Catches,EC~NEAFC,3.2,,,,,,1220,12909
sol.27.4,2019,https://doi.org/10.17895/ices.advice.5642,https://asd.ices.dk/viewAdvice/1221,Advice,08/11/2019,01/01/2020,31/12/2020,17545,29767,10192,15117,25625,8787,t,"Please note: The present advice replaces the advice given in June 2019 for catches in 2020.   ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2020 that correspond to the F ranges in the MAP are between 10 192 tonnes and 29 767 tonnes. According to the MAP; catches higher than those corresponding to FMSY (17 545 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. ",FMSYranges,Catches,NEAFC~EC,1,,,http://data.europa.eu/eli/reg/2018/973/oj.,EU,,1221,13207
ory-comb,2016,https://doi.org/10.17895/ices.advice.18668138.v1,https://asd.ices.dk/viewAdvice/1222,Advice,03/06/2016,01/01/2017,31/12/2020,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2017–2020.,PA,Catches,EC~NEAFC,6.3,,,,,,1222,7628
rhg-nea,2015,https://doi.org/10.17895/ices.pub.18668759.v1,https://asd.ices.dk/viewAdvice/1223,Advice,04/06/2015,01/01/2016,31/12/2020,0,,,,,,t,ICES advises that for the years 2016 to 2020 there should be no directed fisheries for roughhead grenadier; and bycatch should be counted against the TAC for roundnose grenadier to minimise the potential for species misreporting.,PA,Catches,EC~NEAFC,6.3,,,,,,1223,6945
rng.27.5b6712b,2018,https://doi.org/10.17895/ices.pub.4397,https://asd.ices.dk/viewAdvice/1228,Advice,07/06/2018,01/01/2019,31/12/2020,3971,,,3693,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 3971 tonnes in each of the years 2019 and 2020. If discard rates do not change from the average of 2015–2017; this implies landings of no more than 3693 tonnes.,PA,Catches,EC~NEAFC,5,,,,,,1228,9513
rju.27.7de,2018,https://doi.org/10.17895/ices.pub.4501,https://asd.ices.dk/viewAdvice/1230,Advice,13/07/2018,01/01/2019,31/12/2020,2127,,,,,,t,Please note:  The present advice replaces the advice given for  2018  (in  October  2016)  and it provides the advice for  2019 and 2020. ICES  advises that when the precautionary approach is applied;  catches should be no more than  2127 tonnes in each of the years 2018; 2019; and 2020 of which no more than 115 tonnes should be landed.ICES advises that the restriction in the amount of landings indicated above is due to the assumed high survival of discards and that landing a higher share of the catches would result in an increase in the fishing mortality for the stock. ICES is not in a position to evaluate if such an increase in fishing mortality is sustainable.,PA,Catches,,3.2,,,,,,1230,10041
spr.27.22-32,2018,https://doi.org/10.17895/ices.pub.4375,https://asd.ices.dk/viewAdvice/1231,Advice,31/05/2018,01/01/2019,31/12/2019,301125,301125,225752,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; catches in 2019 that correspond to the F ranges in the plan are between 225 752 tonnes and 311 523 tonnes. According to the MAP; catches higher than those corresponding to FMSY (301 125 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,FMSYranges,Catches,,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,1231,9427
sol.27.4,2018,https://doi.org/10.17895/ices.pub.4458,https://asd.ices.dk/viewAdvice/1232,Advice,14/11/2018,01/01/2019,31/12/2019,12801,21644,7451,11800,19935,6871,t,ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 7451 tonnes and 21 644 tonnes. According to the MAP; catches higher than those corresponding to FMSY (12 801 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,MSY,Catches,NEAFC~EC,1,,,,EU,,1232,9906
bli.27.5b67,2018,https://doi.org/10.17895/ices.pub.4400,https://asd.ices.dk/viewAdvice/1234,Advice,07/06/2018,01/01/2019,31/12/2019,11778,,,,,,t,ICES advises that when the MSY approach is applied; catches should be no more than 11 778 tonnes in 2019 and no more than 11 150 tonnes in 2020.,MSY,Catches,,1,,,,,,1234,9467
gfb.27.nea,2018,https://doi.org/10.17895/ices.pub.4395,https://asd.ices.dk/viewAdvice/1235,Advice,07/06/2018,01/01/2019,31/12/2020,1346,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 1346 tonnes in each of the years 2019 and 2020. ICES cannot quantify the corresponding catches.,PA,Landings,,3.2,,,,,,1235,9459
bsf.27.nea,2018,https://doi.org/10.17895/ices.pub.4403,https://asd.ices.dk/viewAdvice/1236,Advice,07/06/2018,01/01/2019,31/12/2020,5914,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 5914 tonnes in each of the years 2019 and 2020.  Distributed by area this corresponds to annual catches of no more than 2812 tonnes in subareas 6 and 7 and divisions 5.b and 12.b; annual catches of no more than 2735 tonnes in Subarea 8 and Division 9.a; and annual catches of no more than 367 tonnes in subareas 1; 2; 4; and 10 and divisions 3.a and 5.a.,PA,Catches,,3.2,,,,,,1236,9905
usk.27.6b,2018,https://doi.org/10.17895/ices.pub.4399,https://asd.ices.dk/viewAdvice/1237,Advice,07/06/2018,01/01/2019,31/12/2020,280,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 280 tonnes in each of the years 2019 and 2020. If discard rates do not change from 2017; this implies landings of no more than 216 tonnes.,PA,Catches,,5.2,,,,,,1237,9462
aru.27.5b6a,2019,https://doi.org/10.17895/ices.advice.4810,https://asd.ices.dk/viewAdvice/1238,Advice,11/06/2019,01/01/2020,31/12/2021,7703,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 7703 tonnes in each of the years 2020 and 2021. ICES cannot quantify the corresponding catches.,PA,Landings,,3.2,,,,,,1238,12704
lin.27.5a,2019,https://doi.org/10.17895/ices.advice.4816,https://asd.ices.dk/viewAdvice/1239,Advice,13/06/2019,01/01/2020,31/12/2020,6599,,,,,,t,ICES advises that when the Icelandic management plan is applied; catches in the fishing year 1 September 2019 to 31 August 2020 should be no more than 6599 tonnes.,MP,Catches,Iceland,1,,,https://www.government.is/news/article/2018/05/15/Haddock/,Icelandic Governement,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/Iceland.2017.09.pdf,1239,12664
sbr.27.9,2018,https://doi.org/10.17895/ices.pub.4402,https://asd.ices.dk/viewAdvice/1241,Advice,07/06/2018,01/01/2019,31/12/2020,149,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 149 tonnes in each of the years 2019 and 2020. All catches are assumed to be landed.  ICES notes that the distribution of the stock extends outside Subarea 9. ICES recommends the establishment of a management plan that covers the entire stock distribution area.,PA,Catches,,3.2,,,,,,1241,9889
sbr.27.6-8,2018,https://doi.org/10.17895/ices.pub.4401,https://asd.ices.dk/viewAdvice/1242,Advice,07/06/2018,01/01/2019,31/12/2020,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2019 and 2020.,PA,Catches,,6.3,,,,,,1242,9898
tsu-nea,2015,https://doi.org/10.17895/ices.pub.18668762.v1,https://asd.ices.dk/viewAdvice/1243,Advice,04/06/2015,01/01/2016,31/12/2020,0,,,,,,t,ICES advises that for the years 2016–2020 there should be no directed fisheries for roughsnout grenadier; and bycatch should be counted against the TAC for roundnose grenadier to minimize the potential for species misreporting.,PA,NoFish,EC,6.2,,,,,,1243,7050
usk.27.5a14,2018,https://doi.org/10.17895/ices.pub.4405,https://asd.ices.dk/viewAdvice/1244,Advice,13/06/2018,01/09/2018,31/08/2019,3776,,,,,,t,ICES advises that when the Icelandic management plan is applied; catches in the fishing year 1 September 2018 to 31 August 2019 should be no more than 3776 tonnes.,MP,Catches,Iceland,1,,,http://ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/Iceland.2017.10.pdf,The Icelandic Ministry of Industries and Innovation’s fisheries management plan for Icelandic tusk (ICES -  2017a) has been evaluated by ICES. It is considered to be precautionary and conforms to the ICES MSY approach,http://ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/Iceland.2017.10.pdf,1244,9522
sbr.27.10,2018,https://doi.org/10.17895/ices.pub.4398,https://asd.ices.dk/viewAdvice/1245,Advice,07/06/2018,01/01/2019,31/12/2019,576,,,,,,t,"ICES advises that when the precautionary approach is applied; catches should be no more than 576 tonnes in 2019. ",PA,Catches,EC~NEAFC,3.2,,,,,,1245,9897
cod.27.1-2,2019,NA - The advice link for key 11554 was not found!,https://asd.ices.dk/viewAdvice/1272,Advice,13/06/2019,01/01/2020,31/12/2020,689672,,,,,,t,ICES advises that when the Joint Russian–Norwegian Fisheries Commission management plan is applied; catches in 2020 should be no more than 689 672 tonnes.,MP,Catches,Norway,1,,,,Joint Norwegian–Russian Fisheries Commission (JNRFC),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/Special_Requests/Norway-Russia_HCR_Northeast_Artic_cod_haddock_capelin.pdf,1272,11554
cod.27.1-2coast,2019,https://doi.org/10.17895/ices.advice.4711,https://asd.ices.dk/viewAdvice/1273,Advice,13/06/2019,01/01/2020,31/12/2020,,,,,,,%,ICES strongly recommends the development of a new management plan for Norwegian coastal cod. For 2020; ICES will continue to provide advice based upon the existing rebuilding plan.  The rebuilding plan is based on the autumn survey results; the latest of which will be available in December 2019. If the 2019 SSB index is below the 2018 index; application of the rebuilding plan implies that the regulations should ensure that catches in 2020 are consistent with no less than 75% reduction in F relative to the 2009 value. If the 2019 SSB index is above the 2018 index; then the required reduction in F remains at 60% relative to the 2009 value.,MP,FishMort,Norway,3,,,See Annex 3.3.3http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/cod-coas.pdf,Norwegian Ministry of Fisheries and Coastal Affairs,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2010/Special%20Requests/Norway%20NCC%20plan.pdf,1273,11570
cap.27.1-2,2019,https://doi.org/10.17895/ices.advice.4709,https://asd.ices.dk/viewAdvice/1274,Advice,11/10/2019,01/01/2020,31/12/2020,0,,,,,,t,ICES advises that when the management plan of the Joint Norwegian–Russian Fisheries Commission (JNRFC) is applied; there should be zero catch in 2020.,MP,Catches,Norway,1.8,,,https://www.jointfish.com/content/download/501/6352/file/46-norsk.pdf (Norwegian) and https://www.jointfish.com/rus/content/download/502/6357/file/46-russisk.pdf (Russian),Joint Norwegian–Russian Fisheries Commission (JNRFC),https://doi.org/10.17895/ices.pub.5296,1274,13181
ghl.27.1-2,2019,https://doi.org/10.17895/ices.advice.4712,https://asd.ices.dk/viewAdvice/1275,Advice,13/06/2019,01/01/2020,31/12/2020,23000,,,,,,t,ICES advises that when the precautionary considerations are applied; catches in 2020 should be no more than 23 000 tonnes.,PA,Catches,Norway,1,,,,,,1275,12920
had.27.1-2,2019,https://doi.org/10.17895/ices.advice.4713,https://asd.ices.dk/viewAdvice/1276,Advice,13/06/2019,01/01/2020,31/12/2020,215000,,,,,,t,ICES advises that when the Joint Russian–Norwegian Fisheries Commission management plan is applied; catches in 2020 should be no more than 215 000 tonnes.,MP,Catches,Norway,1,,,http://www.jointfish.com/rus/content/download/502/6357/file/46-russisk.pdf,Joint Norwegian–Russian Fisheries Commission (JNRFC),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/Special_Requests/Norway-Russia_HCR_Northeast_Artic_cod_haddock_capelin.pdf,1276,12960
pok.27.1-2,2019,https://doi.org/10.17895/ices.advice.4714,https://asd.ices.dk/viewAdvice/1277,Advice,13/06/2019,01/01/2020,31/12/2020,171982,,,,,,t,ICES advises that when the Norwegian management plan is applied; catches in 2020 should be no more than  171 982 tonnes.,MP,Catches,Norway,1,,,,Norwegian Ministry of Fisheries and Coastal Affairs,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2007/Special%20Requests/NEA%20saithe%20special%20request.pdf,1277,11564
reb.27.1-2,2018,https://doi.org/10.17895/ices.pub.4538,https://asd.ices.dk/viewAdvice/1278,Advice,28/09/2018,01/01/2019,31/12/2019,53757,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 should be no more than 53 757  tonnes; and catches in 2020 should be no more than 55 860 tonnes.,PA,Catches,Norway,1,,,,Norway-Russia,,1278,10161
reg.27.1-2,2018,https://doi.org/10.17895/ices.pub.4408,https://asd.ices.dk/viewAdvice/1279,Advice,13/06/2018,01/01/2020,31/12/2020,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2019 and 2020.,PA,Catches,Norway,1,,,,,,1279,9908
rng.27.3a,2018,https://doi.org/10.17895/ices.pub.4396,https://asd.ices.dk/viewAdvice/1280,Advice,07/06/2018,01/01/2019,31/12/2020,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2019 and 2020.,PA,Catches,,6.3,,,,,,1280,9477
cod.27.1-2,2020,NA - The advice link for key 13411 was not found!,https://asd.ices.dk/viewAdvice/1282,Advice,16/06/2020,01/01/2021,31/12/2021,885600,,,,,,t,"ICES advises that when the Joint Norwegian–Russian Fisheries Commission management plan is applied; catches in 2021 should be no more than 885 600 tonnes.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1. ",MP,Catches,Norway,1,,,,Joint Norwegian–Russian Fisheries Commission (JNRFC),,1282,13411
alf.27.nea,2020,https://doi.org/10.17895/ices.advice.5823,https://asd.ices.dk/viewAdvice/1283,Advice,10/06/2020,01/01/2021,31/12/2022,224,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 224 tonnes in each of the years 2021 and 2022. ICES cannot quantify the corresponding catches.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Landings,EC~NEAFC,5,,,,,,1283,13474
bll.27.3a47de,2020,https://doi.org/10.17895/ices.advice.5832,https://asd.ices.dk/viewAdvice/1284,Advice,30/06/2020,01/01/2021,31/12/2021,2047,,,,,,t,Please note: The present advice replaces the advice given in June 2019 for catches in 2021  ICES advises that when the precautionary approach is applied; catches in 2021 should be no more than 2047 tonnes.  Management of brill and turbot under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to the overexploitation of either species. ICES advises that management should be implemented at the species level in the entire stock distribution area (Subarea 4 and divisions 3.a and 7.d–e).,PA,Catches,EC~NEAFC,3,,,http://data.europa.eu/eli/reg/2018/973/oj,EU,,1284,13472
cod.2127.1f14,2020,https://doi.org/10.17895/ices.advice.5931,https://asd.ices.dk/viewAdvice/1285,Advice,16/06/2020,01/01/2021,31/12/2021,6091,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 6091 tonnes.   Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,,1,,,,,,1285,13705
